Category,Name,Description,Price,Note,,,,,,
,ผัดบล็อคโคลี,"กุ้ง,หมึก,ทะเล",190,,,,,,,
,ผัดเผ็ด,"หมู,ไก่",160,,,,,,,
,ผัดเผ็ด,"หมูกรอบ,เนื้อ",170,,,,,,,
,ผัดเผ็ด,"กุ้ง,หมึก,ทะเล",190,,,,,,,
,ผัดเขียวหวาน,"หมู,ไก่",160,,,,,,,
,ผัดเขียวหวาน,"หมูกรอบ,เนื้อ",170,,,,,,,
,ผัดเขียวหวาน,"กุ้ง,หมึก,ทะเล",190,,,,,,,
,ผัดไข่เค็ม,"หมู,ไก่",160,,,,,,,
,ผัดไข่เค็ม,"หมูกรอบ,เนื้อ",170,,,,,,,
,ผัดไข่เค็ม,"กุ้ง,หมึก,ทะเล",190,,,,,,,
,ผัดเผ็ดนรกแตก,"หมู,ไก่",160,,,,,,,
,ผัดเผ็ดนรกแตก,"หมูกรอบ,เนื้อ",170,,,,,,,
,ผัดเผ็ดนรกแตก,"กุ้ง,หมึก,ทะเล",190,,,,,,,
,ข้าวผัดปู,เล็ก,120,,,,,,,
,ข้าวผัดปู,ใหญ่,280,,,,,,,
,"ข้าวผัดหมู,ไก่",เล็ก,60,,,,,,,
,"ข้าวผัดหมู,ไก่",ใหญ่,220,,,,,,,
,"ข้าวผัดปลาหมึก,กุ้ง,ทะเล",เล็ก,85,,,,,,,
,"ข้าวผัดปลาหมึก,กุ้ง,ทะเล",ใหญ่,260,,,,,,,
,กุ้งแม่น้ำคั่วพริกเกลือ 4 - 6 ตัว,,240,,,,,,,
,กุ้งแม่น้ำราดซอสมะขาม 4 - 6 ตัว,,240,,,,,,,
,ปลากระพงราดซอสมะขาม,จาน,170,,,,,,,
,ปลากระพงราดซอสมะขาม,ตัว,320,,,,,,,
,ปลาทับทิมราดซอสมะขาม,จาน,170,,,,,,,
,ปลาทับทิมราดซอสมะขาม,ตัว,320,,,,,,,
,ปลานิลราดซอสมะขาม,จาน,170,,,,,,,
,ปลานิลราดซอสมะขาม,ตัว,320,,,,,,,
,ฉู่ฉี่ปลากระพง,จาน,170,,,,,,,
,ฉู่ฉี่ปลากระพง,ตัว,320,,,,,,,
,กุ้งถัง I ทะเลถัง,,280,,,,,,,
,เนื้อปูอบวุ้นเส้น,,250,,,,,,,
,สามชั้น I หมูกรอบคั่วพริกเกลือ,,160,,,,,,,
,กุ้งอบวุ้นเส้น,,190,,,,,,,
,ผัดผักบุ้งไฟแดง,,80,,,,,,,
,ผัดกระเฉดไฟแดง,,80,,,,,,,
,ปลากระพงผัดขึ้นฉ่าย จาน,,190,,,,,,,
,ไข่ขันลาวา,"กุ้ง,หมึก",100,,,,,,,
,ไข่ขันลาวา,ปู,190,,,,,,,
,ข้าวเปล่า,,10,,,,,,,
,,,,,,,,,,
ของหวาน,บัวลอยเผือก,,59,,,,,,,
,บัวลอย 3 สี,,59,,,,,,,
,เฉาก๊วย,,59,,,,,,,
,ลิ้นจี่ลอยแก้ว,,45,,,,,,,
,สละลอยแก้ว,,45,,,,,,,
,ลูกตาลลอยแก้ว,,45,,,,,,,
เครื่องดื่ม,น้ำเปล่าขวดแก้ว,,20,,,,,,,
,สิงห์เลม่อนโซดา,,20,,,,,,,
,โคคาโคล่า กระป้อง,,20,,,,,,,
,โค้กไลท์ กระป้อง,,20,,,,,,,
,โค้กซีโร่ กระป้อง,,20,,,,,,,
,น้ำอัดลม,,25,,,,,,,
,โค้กซีโร่ ขวด 1.25 ลิตร,,50,,,,,,,
,ชเวปส์มะนาวไม่มีน้ำตาล กระป้อง,,20,,,,,,,
,ชเวปส์โทนิค กระป้อง,,20,,,,,,,
,ซเวปส์จิงเจอร์ กระป้อง,,20,,,,,,,
,A&W รูทเบียร์ กระป้อง,,25,,,,,,,
,โซดา Soda,,20,,,,,,,
,เบียร์สิงห์ Singha,,135,,,,,,,
,เบียร์สิงห์รีเสริฟ Singha reserve,,145,,,,,,,
,เบียร์คาร์สเบิร์ก Carlberg,,130,,,,,,,
,เบียร์อาซาฮี Asahi,,130,,,,,,,
,เบียร์ลีโอ Leo,,115,,,,,,,
,Snowy original I yusu I rose,,129,,,,,,,
,โซจู,,150,,,,,,,
